Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Product rating count (product.metafields.reviews.rating_count),Artwork frame material (product.metafields.shopify.artwork-frame-material),Color (product.metafields.shopify.color-pattern),Frame style (product.metafields.shopify.frame-style),Material (product.metafields.shopify.material),Shape (product.metafields.shopify.shape),Tableware material (product.metafields.shopify.tableware-material),Target gender (product.metafields.shopify.target-gender),Theme (product.metafields.shopify.theme),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
yugas-the-tides-of-time,Yugas -The Tides of Time,"<h3><span style=""text-decoration: underline;"">Description: </span></h3>
<p>Time is not just a concept that we invented; it is deep-rooted in the system, in the very way we are made.” - Sadhguru</p>
<p>Time – the invisible current behind every story. And Mahabharat is no exception. In this DVD, Sadhguru gives us an eye-opening insight through the ancient concept of yugas (eras or ages of time). We find that yugas are not merely measures of time, but they actually live and tick within the human microcosm, a reflection of the universal macrocosm.</p>
<p>Sadhguru sets forth powerful meditations to ignite the vital fires in the human system, to make it receptive and synchronize it with this cosmic clockwork. And most surprisingly, he demolishes the long-held idea that we presently live in the decadent age of Kali Yuga.</p>
<p>Yugas – The Tides of Time is part of the series Mahabharat, a glimpse into the eight-day program with Sadhguru, an inimitable exploration of the unparalleled saga.</p>",Isha Life,,Dvd's - English,"",false,Title,Default Title,,,,,,,,"",320.0,shopify,0,deny,manual,10.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0072/6994/1333/products/0501048.jpg?v=1569154102,1,"",false,,,,,,,,,,,,,kg,,,archived
dhiyanam,Dhiyanam,"Description:

இந்த ஒளிப்பேழையில் சத்குரு பேசியுள்ள பேச்சுக்களின் சுருக்கம்: <br><span style=""font-size: small;"">நேர்மையாகவும், நல்ல எண்ணத்துடனும் செயல்பட்டாலும் தோல்வி அடைவதற்குக் காரணம் என்ன? </span><br><span style=""font-size: small;"">உலகில் எந்த சேவை சிறந்தது? வினைப்பயனைத் தீர்க்கும் தியானமா? அல்லது ஏழை எளிய மக்களுக்கு செய்யும் உதவியா? அல்லது இரண்டுமா? </span><br><span style=""font-size: small;"">இன்றைய இளைஞர்களுக்கு தாங்கள் தரும் அறிவுரை என்ன? </span><br><span style=""font-size: small;"">நான் மிகவும் மனவேதனையுடன் இருக்கிறேன். தீவிரவாதியாகவே ஆகிவிடுவேன் போல் இருக்கிறது. என்னைத் திருத்துங்கள். </span><br><span style=""font-size: small;"">பல குருமார்கள் அற்புதங்கள் செய்து காட்டும்போது, நீங்கள் இதுவரைக்கும் எந்த அற்புதமும் செய்யவில்லை. அற்புதங்கள் நிகழ்த்துவது உண்மையா? </span><br><span style=""font-size: small;"">பொதுமக்கள் மற்றும் தியான அன்பர்களின் இந்த கேள்விகளுக்கு சத்குரு அவர்கள் அளித்த தீர்க்கமான பதில்கள் இடம் பெற்றுள்ளன.</span>",Isha Life,,Dvd's - Tamil,"",false,Title,Default Title,,,,,,,,"",305.0,shopify,0,deny,manual,100.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
eathu-naathigam,Eathu Naathigam,<p></p>,Isha Life,,Dvd's - Tamil,"",false,Title,Default Title,,,,,,,,"",305.0,shopify,0,deny,manual,120.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
eathu-suthandhiram,Eathu Suthandhiram,<p></p>,Isha Life,,Dvd's - Tamil,"",false,Title,Default Title,,,,,,,,"",305.0,shopify,0,deny,manual,120.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
guru-oru-sarvathigariya,Guru oru sarvathigariya,<p></p>,Isha Life,,Dvd's - Tamil,"",false,Title,Default Title,,,,,,,,"",305.0,shopify,0,deny,manual,15.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0072/6994/1333/products/0512005.jpg?v=1569154102,1,"",false,,,,,,,,,,,,,kg,,,archived
guruvin-madiyil,Guruvin Madiyil,<p></p>,Isha Life,,Dvd's - Tamil,"",false,Title,Default Title,,,,,,,,"",305.0,shopify,0,deny,manual,20.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0072/6994/1333/products/0512006.jpg?v=1569154102,1,"",false,,,,,,,,,,,,,kg,,,archived
ilamayil-thevai-kalvia-kadhala,Ilamayil thevai kalvia kadhala,"<p><strong>இந்த ஒளிப்பேழையில்..</strong></p>
<ul>
<ul>
<li>
<p>இளமையில் தேவை கல்வியா காதலா?</p>
</li>
<li>
<p>நேரத்தை எப்படி நிர்வகிப்பது?</p>
</li>
<li>
<p>மது அருந்தினால் கிடைக்கும் பரவசமும் ஞானிகளின் பரவச நிலையும் ஒன்றா?</p>
</li>
<li>
<p>தோல்வியை எப்படி சந்திப்பது?</p>
</li>
<li>
<p>ஒரு பாவமும் அறியா குழந்தைகளுக்கு ஏன் புற்றுநோய் வரவேண்டும்?</p>
</li>
</ul>
</ul>
<p>திரைப்பட நடிகர் திரு.விவேக் மற்றும் கர்நாடக இசைப் பாடகி திருமதி சுதா ரகுநாதன் ஆகியோரின் இந்த கேள்விகளுக்கு சத்குரு அவர்கள் அளித்த தீர்க்கமான பதில்கள் இடம் பெற்றுள்ளன.</p>",Isha Life,,Dvd's - Tamil,"",false,Title,Default Title,,,,,,,,"",305.0,shopify,0,deny,manual,15.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0072/6994/1333/products/0512004.jpg?v=1569154102,1,"",false,,,,,,,,,,,,,kg,,,archived
isha-kriya,Isha Kriya,<p></p>,Isha Life,,Dvd's - Tamil,"",false,Title,Default Title,,,,,,,,"",305.0,shopify,0,deny,manual,25.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
kasiyin-ragasiyam-vol-1,Kasiyin Ragasiyam,<p></p>,Isha Life,,Dvd's - Tamil,"",false,Title,Default Title,,,,,,,,"",305.0,shopify,0,deny,manual,10.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0072/6994/1333/products/0512027.png?v=1569154102,1,"",false,,,,,,,,,,,,,kg,,,archived
kula-deiva-vazhipadu-avasiyamaa,Kula Deiva Vazhipadu Avasiyamaa,<p></p>,Isha Life,,Dvd's - Tamil,"",false,Title,Default Title,,,,,,,,"",305.0,shopify,0,deny,manual,120.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
madhavaadham,Madhavaadham,<p></p>,Isha Life,,Dvd's - Tamil,"",false,Title,Default Title,,,,,,,,"",305.0,shopify,0,deny,manual,120.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
manathai-aalvathu-eppadi,Manathai Aalvathu Eppadi,<p></p>,Isha Life,,Dvd's - Tamil,"",false,Title,Default Title,,,,,,,,"",305.0,shopify,0,deny,manual,120.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
manithan-oru-arputham,Manithan oru Arputham,<p></p>,Isha Life,,Dvd's - Tamil,"",false,Title,Default Title,,,,,,,,"",305.0,shopify,0,deny,manual,15.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0072/6994/1333/products/0512021.jpg?v=1569154102,1,"",false,,,,,,,,,,,,,kg,,,archived
maranam-illa-peruvallvu,Maranam Illa Peruvallvu,<p></p>,Isha Life,,Dvd's - Tamil,"",false,Title,Default Title,,,,,,,,"",305.0,shopify,0,deny,manual,120.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
maranathirku-appal,Maranathirku Appal,<p></p>,Isha Life,,Dvd's - Tamil,"",false,Title,Default Title,,,,,,,,"",305.0,shopify,0,deny,manual,15.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0072/6994/1333/products/0512012.jpg?v=1569154102,1,"",false,,,,,,,,,,,,,kg,,,archived
purinthathum-puriyathathum-youth-with-sadhguru,Purinthathum Puriyathathum- Youth with Sadhguru,<p></p>,Isha Life,,Dvd's - Tamil,"",false,Title,Default Title,,,,,,,,"",305.0,shopify,0,deny,manual,120.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
sadangugal-moodanambikaiya,Sadangugal Moodanambikaiya,<p></p>,Isha Life,,Dvd's - Tamil,"",false,Title,Default Title,,,,,,,,"",305.0,shopify,0,deny,manual,10.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0072/6994/1333/products/0512030.jpg?v=1569154102,1,"",false,,,,,,,,,,,,,kg,,,archived
sampradhayangal-yetharkaga,Sampradhayangal Yetharkaga,<p></p>,Isha Life,,Dvd's - Tamil,"",false,Title,Default Title,,,,,,,,"",305.0,shopify,0,deny,manual,10.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0072/6994/1333/products/0512024.jpg?v=1569154102,1,"",false,,,,,,,,,,,,,kg,,,archived
urchagathin-vinganam,Urchagathin Vinganam,<p></p>,Isha Life,,Dvd's - Tamil,"",false,Title,Default Title,,,,,,,,"",305.0,shopify,0,deny,manual,120.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
vazhkai-oru-kondattam,Vazhkai Oru Kondattam,<p></p>,Isha Life,,Dvd's - Tamil,"",false,Title,Default Title,,,,,,,,"",305.0,shopify,0,deny,manual,120.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
vazhkaiyai-valamakkum-manthrakol,Vazhkaiyai Valamakkum Manthrakol,<p></p>,Isha Life,,Dvd's - Tamil,"",false,Title,Default Title,,,,,,,,"",305.0,shopify,0,deny,manual,15.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0072/6994/1333/products/0512011.jpg?v=1569154102,1,"",false,,,,,,,,,,,,,kg,,,archived
vetriyin-ragasiyam,Vetriyin Ragasiyam,<p></p>,Isha Life,,Dvd's - Tamil,"",false,Title,Default Title,,,,,,,,"",305.0,shopify,0,deny,manual,120.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
greed-is-god-ambition-to-vision,Greed is God / Ambition to Vision,"<p>In a never before seen or read context, Greed is God presents an immortal relationship between the material and spiritual aspects of life. Through gripping Q&amp;A sessions with Sadhguru, this vivid connection becomes evident, rooted in the fundamentals of life itself. We find that our quest for “more” – be it more wealth, joy or peace – is driven by an inherent longing in each of us. | Being ambitious has always been seen as an advantage. But a century’s worth of human ambitions has resulted in uncountable tragedies and wars, and brought the environment to a point of collapse.Only when ambition is guided by a vision for wellbeing, can our activity become a powerful possibility to create our destiny and touch the lives of everyone around us. This book offers tangible first steps towards the ultimate plan of action – to understand every aspect of our creation and existence, and make ourselves the way we want. And with individual transformation comes universal transformation, opening up a whole new world once we take that step from ambition to vision.</p>",Isha Life,,Books - English,English,false,Title,Default Title,,,,,,,,"",350.0,shopify,0,deny,manual,30.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0072/6994/1333/products/0507046.jpg?v=1569154102,1,"",false,,,,,,,,,,,,,kg,,,archived
gnaniya-sannidhyalli,"Encounter the Enlightened, Tamil Edition (Gnaniyin Sannidhiyil)","<h4><span style=""text-decoration: underline;"">Description:</span></h4>
<p><span>வெறும் ஆறுதலைத் தேடாமல் உண்மையைத் தேடுபவர்களுக்கும், இறைத்தன்மையை உணர, தர்க்க அறிவைத் தாண்ட விருப்பம் உள்ளவர்களுக்கும், நீர்த்துப் போகாத உண்மையைக் காண அளிக்கப்படுகிற அரியதொரு வாய்ப்பே இந்த புத்தகம். உறுதியான உள்ளம் வாய்ந்தவர்களுக்கு, கடந்த காலத்தின் உள்நிலை ஊனம் கடந்திடவும் முழுமையின் ஞானம் அடைந்திடவும், நிகரில்லாத நிறைவை உணர்ந்திடவும் சத்குரு ஜகி வாசுதேவ் ஒரு வாய்ப்பை வழங்குகிறார்.</span></p>",Isha Life,,Books - Tamil,Tamil,false,Title,Default Title,,,,,,,,BKTN013,400.0,shopify,0,deny,manual,10.00,,true,false,,,,,4665,https://cdn.shopify.com/s/files/1/0072/6994/1333/products/0508014.jpg?v=1639492182,1,"",false,,,,,,,,,,,,,kg,,2.50,draft
paadeyallina-kusumagalu,Paadeyallina Kusumagalu,<p></p>,Isha Life,,Books - Kannada,"",false,Title,Default Title,,,,,,,,"",350.0,shopify,0,deny,manual,90.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
karunege-bhedavilla-compassion-can-not-choose,Karunege Bhedavilla (Compassion can not choose),<p></p>,Isha Life,,Books - Kannada,"",false,Title,Default Title,,,,,,,,"",235.0,shopify,0,deny,manual,30.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
penn,Penn,<p></p>,Isha Life,,Books - Tamil,Tamil,false,Title,Default Title,,,,,,,,"",280.0,shopify,0,deny,manual,40.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
encounter,Encounter,<p></p>,Isha Life,,Books - Telugu,"",false,Title,Default Title,,,,,,,,"",560.0,shopify,0,deny,manual,130.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
dhyanalinga-aradhana,Dhyanalinga Aradhana,"<p>A sound offering performed by one of Tamil Nadu's most famous Carnatic singers, the renowned Sudha Raghunathan.</p>
<p>Dhyanalinga - a multi-religious meditation shrine created by Sadhguru Jaggi Vasudev, founder of Isha Foundation.</p>
<p>Contains 10 tracks: Kurai OnrunIllay - 6:11 Velliyangiri Vaasa - 6:12 IshavilIshan - 6:08 Jagadodhaarana - 6:02 Slokam / Bho Shambho - 7:56 Sarvam Brahmamayam - 7:20 Vaishnava Janatho - 6:43 Sitharellam - 5:14 Brahmam Okate - 5:35 Slokam / Shanthi Nilava Vendum - 7:35</p>",Isha Life,,Music - DL,"",false,Title,Default Title,,,,,,,,"",300.0,shopify,0,deny,manual,15.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0072/6994/1333/products/0504001.jpg?v=1569154102,1,"",false,,,,,,,,,,,,,kg,,,archived
gnanathin-bramandam-sila-thuligal,Gnanathin Bramandam - Sila Thuligal,<p></p>,Isha Life,,Music - DL,"",false,Title,Default Title,,,,,,,,"",250.0,shopify,0,deny,manual,75.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
dl-guru,DL Guru,"Description:

6 Songs recorded to praise of Dhyanalinga by Artists Dhepan L. Chakkravarthy and Kalaimamani Marabin Maindhan M. Muthiah

""Dhyanalinga - The highest possible manifestation of the divine. The basic nature of the Dhyanalinga is primordial, formless, divine energy, but an outer expression of the exuberance of life in all it's manifestation expressed through the seven chakras. Anyone who comes into the sphere of Dhyanalinga cannot escape the sowing of the spiritual seed of liberation."" - Sadhguru

Anandham Anandham 19:43<br><span style=""font-size: small;"">Varuga... Varuga... 6:45</span><br><span style=""font-size: small;"">Guruve Sivam 6:52</span><br><span style=""font-size: small;"">Pournami Nilavin 7:25</span><br><span style=""font-size: small;"">Enadhu Unadhu 6:20</span><br><span style=""font-size: small;"">Shambho Shiva Shambho 9:00</span>",Isha Life,,Music - DL,"",false,Title,Default Title,,,,,,,,"",300.0,shopify,0,deny,manual,120.00,,true,false,,,,,"",,,,false,,,,,,,,,,,,,kg,,,archived
in-the-lap-of-the-master,In the Lap of the Master,"<h3><span style=""text-decoration: underline;"">Description:</span></h3>
<p>In mysticism, sound and music have always been used in ways far beyond mere entertainment, by infusing an ethereal dimension into root sounds of life, thus transporting the listener into a realm beyond time and space.</p>
<p>Samyama is an advanced seven-day silence program conducted at the Isha Yoga Center, which presents the potential for participants to reach heightened levels of consciousness and experience explosive states of meditativeness in the presence of a self-realized Master. Samyama meditations provide the experiential possibility to free oneself from the bonds of karma and purify the body and mind in order to receive higher levels of energy.</p>
<p>It has become a tradition in every Samyama program to open Sadhguru’s evening sathsangs with music especially composed for each day. Created under the Master’s guidance, these pieces of music are solely inspired by and dedicated to the intense spiritual process that the Samyama program with Sadhgguru offers every year to thousands of participants from all corners of the world.</p>
<p>In the Lap of the Master, Sounds of Isha’s fourth album, is a selection of some of these compositions. Whether you have attended the Samyama program or not (or any other Isha Yoga program for that matter), this music will surely transport you into the mystical realm from which it has been gleaned.</p>",Isha Life,,Music - SOI,"",false,Title,Default Title,,,,,,,,"",300.0,shopify,0,deny,manual,25.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0072/6994/1333/products/0504002.jpg?v=1569154102,1,"",false,,,,,,,,,,,,,kg,,,archived
smitas-ishana,Smita's Ishana,<p></p>,Isha Life,,Music - LB,"",false,Title,Default Title,,,,,,,,"",300.0,shopify,0,deny,manual,10.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0072/6994/1333/products/0504017.jpg?v=1569154102,1,"",false,,,,,,,,,,,,,kg,,,archived
moola-mantra,Moola Mantra,<p></p>,Isha Life,,Music - DL,"",false,Title,Default Title,,,,,,,,"",250.0,shopify,0,deny,manual,5.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0072/6994/1333/products/0504018.jpg?v=1569154102,1,"",false,,,,,,,,,,,,,kg,,,archived
nadha-aradhana-vol-1,Nadha Aradhana Vol-1,"<h3><span style=""text-decoration: underline;"">Description:</span></h3>
<p>An offering of sounds in the presence of the Dhyanalinga is akin to sitting in utmost intimacy before your Guru and offering your very essence. Sounds, instead of words, are used to communicate your deepest longing and abiding gratitude. Thus, each offering on this recording is an intensely moving emanation from the soulful depths of those who offer.</p>
<p>Renowned musicians from varied music traditions of India have offered Nadha Aradhana in the Dhyanalinga’s ethereal space, such as Pandit Hariprasad Chaurasia, Balamurali Krishna, Sudha Ragunathan, Unni Krishnan, Usha Uthup and the Gundecha Brothers, to name a few. In this recording, from deep meditative states where sound instinctively resonates, Brahmacharis and resident Isha Yoga Center volunteers make their offerings.</p>
<p>This recording provides an opportunity to experience the enchantment of Nadha Aradhana and transports listeners to the sacred space of the Dhyanalinga, evoking the meditative qualities it emits.</p>
<p>Nadha Aradhana is performed in the Dhyanalinga Temple daily from 11.50 am to 12:10 pm and from 5:50 pm to 6:10 pm – timings that are recognized as sandhya kalas, or phases when nature itself undergoes a deep transition, and are known to be especially conducive for one to experience dhyana or meditation.</p>",Isha Life,,Music - DL,"",false,Title,Default Title,,,,,,,,MCD010,300.0,shopify,0,deny,manual,20.00,,true,false,,,,,5060A866,https://cdn.shopify.com/s/files/1/0072/6994/1333/products/0504003.jpg?v=1639492646,1,"",false,,,,,,,,,,,,,kg,,10.85,draft
nadha-aradhana-vol-2,Nadha Aradhana Vol-2,"<h3><span style=""text-decoration: underline;"">Description:</span></h3>
<p>Nadha in Sanskrit means “sound” and Aradhana signifies “worship” or “devotional offering”. Nadha Aradhana is an intuitive synthesis of vocals and instruments performed twice daily in the Dhyanalinga Multi-Religious Shrine at the Isha Yoga Center in Coimbatore.</p>
<p>An enchanting and deeply healing mix of singing bowls and assorted natural musical instruments in conjuction with voices, Nadha Aradhana is a live offering that enables listeners to slip effortlessly into a receptive mode, making them available to the divine energies and Grace of the Dhyanalinga, and allowing them to experience deep states of meditation.</p>
<p>Every Nadha Aradhana ia an unfailingly moving experience. Emerging as it does from a state of deep interiority, it is an expression of the performers’ reverence and love – a response to the powerful presence of the Dhyanalinga. The soothing tone of the singing bowls sets the tone, inviting listeners to delight in an arabesque of pure sounds, unmediated by sahitya or lyrical content. Singers of Indian, Arabic, and Western styles combine with the bamboo flute, guitar, sitar, or veena to create a soaring oblation of sacred sound. As the music draws to a close, an intense and passionate sequence of Indian percussion takes over, its lingering echoes enabling listeners to experience the imminent silence that follows in a way they never have before.</p>
<p>Nadha Aradhana is performed in the Dhyanalinga Temple daily from 11.50 am to 12:10 pm and from 5:50 pm to 6:10 pm – timings that are recognized as sandhya kalas, or phases when nature itself undergoes a deep transition, and are known to be especially conducive for one to experience dhyana or meditation.</p>",Isha Life,,Music - DL,"Chants, Dhyanalinga",false,Title,Default Title,,,,,,,,MCD011,300.0,shopify,0,deny,manual,20.00,,true,false,,,,,4CADAA57,https://cdn.shopify.com/s/files/1/0072/6994/1333/products/0504004.jpg?v=1639492649,1,"",false,,,,,,,,,,,,,kg,,10.85,draft
new-kalpavriksha-the-power-to-create,Kalpavriksha - The Power to Create,"<h3><span style=""text-decoration: underline;"">Description:</span></h3>
<p>Kalpavriksha is a mythic wish-fulfilling tree. It is held as a metaphor for a well-established mind; an amazing instrument capable of creating what you want. In the accompanying discourse, Sadhguru, a renowned mystic and yogi, leads you through a powerful meditation process that taps the latent power of your mind, to visualize your goals and manifest them. He reveals how you can transform yourself from being just a piece of creation to becoming a Creator. This very nicely produced CD set includes an instructional book that includes Sadhguru's discourse about what Kalpavriksha means. Also included in the booklet are instructions for how to make the best use of this meditation, as well as pages to document your short term and long term goals that you want to create. </p>
<p><i>""If you organize the four dimensions of mind, emotion, body and energy in one direction, the source of creation is with you. You are a kalpavriksha; you have the power to create what you want.""</i> - Sadhguru</p>",Isha Life,,Music - Meditation,"",false,Title,Default Title,,,,,,,,9788187910213,300.0,shopify,0,deny,manual,35.00,,true,false,,,,,397022A1,https://cdn.shopify.com/s/files/1/0072/6994/1333/products/0503010.jpg?v=1639492451,1,"",false,,,,,,,,,,,,,kg,,17.71,draft
trigun,Trigun,"<h3><span style=""text-decoration: underline;"">Description:</span></h3>
<p>Three forces. Three qualities. Three devas. A trio, seemingly separate on the surface, but go a little deeper, and you will find a seamless union. Bridge the gap between trinity and unity, and you will find Mahadeva. You will find three contained in one: Trigun.</p>",Isha Life,,Music - SOI,"",false,Title,Default Title,,,,,,,,0000287,300.0,shopify,0,deny,manual,25.00,,true,false,,,,,4C2AA3E0,https://cdn.shopify.com/s/files/1/0072/6994/1333/products/0504016.jpg?v=1569154102,1,"",false,,,,,,,,,,,,,kg,,14.18,archived
pasumai-karangal,Pasumai Karangal (Project Green Hands),"<h3><span style=""text-decoration: underline;"">Description:</span></h3>
<p><span style=""font-size: 11.0pt; font-family: 'Arial',sans-serif; color: #555555;"">After the Project Green Hands (PGH) Guiness World Record achievement in 2006, Sounds of Isha toured extensively around Tamil Nadu and parts of India raising awareness of the effort and helping to raise much needed funds to reach the target of 110 million trees planted.<p></p></span></p>
<p style=""background: white; font-variant-ligatures: normal; font-variant-caps: normal; orphans: 2; widows: 2; -webkit-text-stroke-width: 0px; text-decoration-style: initial; text-decoration-color: initial; word-spacing: 0px; margin: 0in 0in 12.0pt 0in;""><span style=""font-size: 11.0pt; font-family: 'Arial',sans-serif; color: #555555;"">The 6 songs on this album were specially conceived for the occasion. They bring together a mix of traditional South Indian music with notable influences from the cultural diversity of the members of Sounds of Isha. A lively album that will get anyone in the mood for dancing!<p></p></span></p>
<p style=""background: white; font-variant-ligatures: normal; font-variant-caps: normal; orphans: 2; widows: 2; -webkit-text-stroke-width: 0px; text-decoration-style: initial; text-decoration-color: initial; word-spacing: 0px; margin: 0in 0in 12.0pt 0in;""><span style=""font-size: 11.0pt; font-family: 'Arial',sans-serif; color: #555555;""><span>This music CD contains 18 minutes of music and includes an 18 minute talk by Sadhguru about Project Green Hands and it's role in South India.</span></span></p>",Isha Life,,Music - SOI,"",false,Title,Default Title,,,,,,,,"",300.0,shopify,0,deny,manual,20.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0072/6994/1333/products/Pasumai_Karangal.jpg?v=1569154102,1,"",false,,,,,,,,,,,,,kg,,,archived
pasumai-karangal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0072/6994/1333/products/0504006.jpg?v=1569154102,2,"",,,,,,,,,,,,,,,,,
sudha-raghunathan-dhyanalingam,Sudha Raghunathan - Dhyanalingam,"<h3><span style=""text-decoration: underline;"">Description: </span></h3>
<p>A sound offering performed by one of Tamil Nadu's most famous Carnatic singers, the renowned Sudha Raghunathan. <br><br></p>",Isha Life,,Music - LB,"",false,Title,Default Title,,,,,,,,0504008,300.0,shopify,0,deny,manual,28.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0072/6994/1333/products/0504008.jpg?v=1569154102,1,"",false,,,,,,,,,,,,,kg,,18.26,archived
vairagya,Vairagya,"<p>Description:</p>
<p>Vairagya consists of five chants, each with its own unique hue. First, the Nirvana Shatakam is an outstanding composition by Adi Shankara, embodying the essence of vairagya. This chant is regarded as synonymous with the path of brahmacharya. The Guru Paduka Stotram is a devotional tribute in gratitude and praise of the sandals of the Guru. Brahmananda Swarupa (“the image of the Creator’s ecstasy”) is a consecrated mantra which one can chant throughout the day to connect to Sadhguru’s energy and Grace. Aum Namah Shivaya, known as the “Maha Mantra” is a very powerful arrangement of sounds which forms an integral part of a Brahmachari’s sadhana. It is also the highlight of the Mahashivaratri meditations at Isha Yoga Center. Shambho (“the auspicious one”) is a very gentle and beautiful manifestation of Shiva who readily responds to those who call upon Him.</p>",Isha Life,,Music - SOI,"",false,Title,Default Title,,,,,,,,"",250.0,shopify,0,deny,manual,20.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0072/6994/1333/products/0504019.jpg?v=1569154102,1,"",false,,,,,,,,,,,,,kg,,,archived
white-mountain,White Mountain,"<h3><span style=""text-decoration: underline;"">Description:</span></h3>
<p>Inspired by the sacred Velliangiri Mountains, a green paradise with pristine wildlife where on certain days, dense white clouds embrace the peaks, spreading a</p>
<p>mystical atmosphere in these scenic natural surroundings that have been home of many saints and sages, and today, Sadhguru and Isha.</p>",Isha Life,,Music - SOI,"",false,Title,Default Title,,,,,,,,0000295,300.0,shopify,0,deny,manual,25.00,,true,false,,,,,7CD6BB51,https://cdn.shopify.com/s/files/1/0072/6994/1333/products/0504009.jpg?v=1569154102,1,"",false,,,,,,,,,,,,,kg,,14.95,archived
yoga-padhi,Yoga Padhi,"<h3><span style=""text-decoration: underline;"">Description:</span></h3>
<p>This is a unique compilation of music that by its own rhythm initiates a step into yoga, ‘Yoga Padhi.’ The music was created with the sole purpose of setting an atmosphere most conducive to receive the offerings of Isha Yoga. The instrumental vibrations that resound from the melodious melange of flute, guitar, sitar, veena, gatam and tribal drums instill a sense of dynamic peace that naturally eases the listener into a meditative state. ‘Yoga Padhi’ has already enchanted thousands of people around the world during Isha Yoga programs. Available for the very first time to a wide spectrum of listeners, the melodies convey joy and tranquility, creating a receptivity that will bring you a step closer to the Silence within.</p>",Isha Life,,Music - SOI,"",false,Title,Default Title,,,,,,,,0000298,300.0,shopify,0,deny,manual,25.00,,true,false,,,,,FA880498,https://cdn.shopify.com/s/files/1/0072/6994/1333/products/0504012.jpg?v=1569154102,1,"",false,,,,,,,,,,,,,kg,,11.36,archived
